"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","ACCT_PG0001","ACCT_PP0037","ACCT_PP0038","ACCT_PP0039","ACCT_PP0040","ACCT_PP0041","ACCT_PP0042","ACCT_PP0043","ACCT_PP0044","ACCT_PP0045","ACCT_PP0046","ACCT_PP0047","ACCT_PP0048","ACCT_PR0001","ACCT_PR0002","ACCT_PR0003","ACCT_PR0004","BoardAsianAmerican","BoardBlackAmerican","BoardHispanicAmerican","BoardMinorityStatus","BoardNativeAmerican","CurMemAsianAmerican","CurMemBlackAmerican","CurMemHispanicAmerican","CurMemMinorityStatus","CurMemNativeAmerican","EligibleMinorityStatus","FOMAsianAmerican","FOMBlackAmerican","FOMHispanicAmerican","FOMMinorityStatus","FOMNativeAmerican","MemberMinorityStatus"
24715,3/31/2026 0:00:00,15058,"","0","0","0","0","0","0","0","0","0","0","0","0","1","1","","","","","","","","","","","","","","","","","","",""
24718,3/31/2026 0:00:00,13407,"5493006TALYAZLQDBX91","1","1","1","1","1","0","0","0","1","1","1","0","1","","","","","","1","1","","","","1","1","","","","","1","1","",""
24720,3/31/2026 0:00:00,15382,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
24724,3/31/2026 0:00:00,16288,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
24725,3/31/2026 0:00:00,18272,"","1","1","1","0","0","0","0","0","1","0","0","0","1","1","","","","","","","","","","","","","","","","","","",""
24726,3/31/2026 0:00:00,21060,"549300JAEP0DFO79JO70","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","","","","","","","","","","","","","","","","","",""
24730,3/31/2026 0:00:00,21663,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
24731,3/31/2026 0:00:00,18156,"254900FDN5gT0HEKMT95","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb  6 2026  5:00AM","","","","","","","","","","","","","","","","",""
24733,3/31/2026 0:00:00,15916,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
24742,3/31/2026 0:00:00,17005,"","1","1","0","0","0","0","0","0","0","0","1","0","","","","","","","","","","","","","","","","","","","","",""
24743,3/31/2026 0:00:00,22360,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
24746,3/31/2026 0:00:00,21072,"","1","0","0","0","0","0","0","0","1","0","0","0","1","1","","","","","","","","","","","","","","","","","","",""
24748,3/31/2026 0:00:00,18790,"549300QTN66CFMVWLH03","1","1","1","1","1","0","0","0","1","0","1","0","1","1","1","Mar 11 2026  5:00AM","","","","","","","","","","","","","","","","",""
24751,3/31/2026 0:00:00,15907,"","1","0","0","0","1","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
24753,3/31/2026 0:00:00,19648,"549300XZEU2LB7FLWW04","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb  7 2025  6:00AM","","","","","","","","","","","","","","","","",""
24759,3/31/2026 0:00:00,20496,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
24763,3/31/2026 0:00:00,21364,"","1","0","0","0","0","0","0","0","1","0","0","0","","","","","","","","","","","","","","","","","","","","",""
24767,3/31/2026 0:00:00,26404,"","1","0","1","0","0","0","0","0","0","0","0","0","","","","","","","1","1","","","","1","1","","","","","1","1","",""
24769,3/31/2026 0:00:00,26408,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","1","","1","","","1","","1","","","","1","","1","",""
24770,3/31/2026 0:00:00,21616,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
24771,3/31/2026 0:00:00,18922,"","1","1","1","1","1","1","0","0","0","0","1","0","","","","","","","","","","","","","","","","","","","","",""
24773,3/31/2026 0:00:00,19697,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
24774,3/31/2026 0:00:00,18422,"5493003TK1BAOHHL6S92","1","1","1","1","1","0","0","0","0","0","1","0","1","","","","","","","","","","","","","","","","","","","",""
24776,3/31/2026 0:00:00,26409,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","1","1","","","","1","1","","","","","1","1","",""
24780,3/31/2026 0:00:00,16719,"2549008CBS11KBKU4Z95","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb  6 2026  7:00AM","","","","","","","","","","","","","","","","",""
24781,3/31/2026 0:00:00,26412,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","1","","1","","","1","","1","","","","1","","1","",""
24783,3/31/2026 0:00:00,16716,"","1","0","0","0","0","0","0","0","1","0","0","0","","","","","","","","","","","","","","","","","","","","",""
24784,3/31/2026 0:00:00,26413,"","1","1","0","1","1","0","0","0","1","0","1","0","","","","","","1","1","1","","","1","","1","","","","1","1","1","",""
24793,3/31/2026 0:00:00,16373,"","1","0","0","0","0","0","0","0","1","0","0","0","","","","","","","","","","","","","","","","","","","","",""
24796,3/31/2026 0:00:00,20292,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","1","","","1","","1","","","1","","","1","","","1","",""
24797,3/31/2026 0:00:00,18730,"549300YOCINIK5RN6R57","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 14 2025  6:00AM","","","","","","","","","","","","","","","","",""
24801,3/31/2026 0:00:00,17767,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
24802,3/31/2026 0:00:00,26418,"549300UHEEV73TKCZY62","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 28 2025  8:00AM","","1","1","1","","","1","1","1","","","","1","1","1","",""
24804,3/31/2026 0:00:00,26419,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","1","","1","","","1","","1","","","","1","","1","",""
24807,3/31/2026 0:00:00,16231,"","1","0","0","0","0","0","0","0","1","0","0","0","1","","","","","","","","","","","","","","","","","","","",""
24808,3/31/2026 0:00:00,14628,"549300WMQ4WI6QXK7803","1","1","1","1","1","0","0","0","1","0","1","1","1","1","1","Nov 13 2025  5:00AM","","","","","","","","","","","","","","","","",""
24810,3/31/2026 0:00:00,26424,"","1","0","0","0","0","0","0","0","1","0","0","0","","","","","","1","1","1","","","1","1","1","","","","1","1","1","",""
24811,3/31/2026 0:00:00,16871,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
24812,3/31/2026 0:00:00,15005,"254900AASWOQ6SVWCG44","1","1","1","1","1","1","1","1","1","1","0","0","1","1","1","Mar  6 2025  6:00AM","","","","","","","","","","","","","","","","",""
24813,3/31/2026 0:00:00,20206,"","1","1","1","0","1","0","0","1","0","0","0","0","1","1","","","","1","1","1","","","","","","","","","1","1","","",""
24816,3/31/2026 0:00:00,14589,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
24818,3/31/2026 0:00:00,23008,"","1","1","1","1","1","0","0","1","1","0","1","0","","","","","1","","","1","","1","","","1","","","1","","","1","",""
24819,3/31/2026 0:00:00,20811,"","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","",""
24823,3/31/2026 0:00:00,26426,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","1","","1","","","1","","1","","","","1","1","1","",""
24824,3/31/2026 0:00:00,15308,"5493001W9K6LDV5X2H07","1","1","1","1","1","1","1","0","1","0","1","0","1","1","1","Jan 23 2026  5:00AM","","","","","","","","","","","","","","","","",""
24826,3/31/2026 0:00:00,18598,"54930083FPG64S0CPC15","1","1","0","0","1","0","0","0","1","0","1","1","1","1","1","Feb  7 2025  7:00AM","","","","","","","","","","","","","","","","",""
24829,3/31/2026 0:00:00,26221,"00000000000002342816","1","1","1","1","1","0","0","0","1","0","1","0","1","1","1","Feb 21 2025  6:00AM","","1","","1","","","1","","1","","","","1","","1","",""
24831,3/31/2026 0:00:00,14591,"254900U2ZPLWQTSD3158","1","1","1","0","1","1","1","0","1","0","1","0","1","1","1","Mar  2 2026  6:00AM","","","","","","","","","","","","","","","","",""
24839,3/31/2026 0:00:00,17983,"","0","0","0","0","0","0","0","0","0","0","0","0","1","1","","","1","","1","1","","1","","1","1","","","1","","1","1","",""
24840,3/31/2026 0:00:00,20539,"","0","0","0","0","0","0","0","0","0","0","0","0","1","1","","","","","","","","","1","","1","","","","","","1","",""
24841,3/31/2026 0:00:00,22363,"","1","0","0","0","0","0","0","0","1","0","0","0","","","","","","","","","","","","","","","","","","","","",""
24843,3/31/2026 0:00:00,15251,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
24845,3/31/2026 0:00:00,26436,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","1","","1","","","1","","1","","","","1","","1","",""
24847,3/31/2026 0:00:00,26438,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","1","1","","","","1","1","","","","","1","1",""
24850,3/31/2026 0:00:00,19790,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
24851,3/31/2026 0:00:00,15117,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","1","1","1","","","","","","","",""
24853,3/31/2026 0:00:00,26381,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","1","","1","","","1","","1","","","","1","","1","",""
24854,3/31/2026 0:00:00,18816,"549300ABEFRFKC9S8368","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 25 2026  7:00AM","","","","","","","","","","","","","","","","",""
24857,3/31/2026 0:00:00,17289,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
24858,3/31/2026 0:00:00,15683,"549300UFWBQTD1W41E26","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 19 2026  6:00AM","","","","","","","","","","","","","","","","",""
24859,3/31/2026 0:00:00,26448,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","1","","1","","","1","","1","","","","1","","1","",""
24860,3/31/2026 0:00:00,18762,"5493004U68X0X5LVHY72","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Jun 17 2025  5:00AM","","","","","","","","","","","","","","","","",""
24861,3/31/2026 0:00:00,26449,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
24862,3/31/2026 0:00:00,26450,"","1","0","0","0","0","0","0","0","0","0","1","0","","","","","1","1","1","1","","","","","","","","1","1","1","","",""
24863,3/31/2026 0:00:00,26451,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","1","1","","","","1","1","","","","","1","1",""
24866,3/31/2026 0:00:00,26452,"","1","1","1","1","1","1","0","1","1","0","1","0","","","","","","","","","","","1","1","1","","","","","","1","",""
24867,3/31/2026 0:00:00,26453,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","1","","1","","","1","","1","","","","1","","1","",""
24868,3/31/2026 0:00:00,24354,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
24873,3/31/2026 0:00:00,17987,"","1","0","1","0","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","","",""
24874,3/31/2026 0:00:00,15649,"254900L3KCJDL0CQNP11","1","0","0","0","0","0","0","0","1","0","0","0","1","1","1","Feb 28 2025  5:00AM","","","","","","","","","","","","","","","","",""
24875,3/31/2026 0:00:00,11779,"54930074FI0I2Q6G5S43","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 27 2025  8:00AM","","","","","","","","","","","","","","","","",""
24876,3/31/2026 0:00:00,17949,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","1","","","",""
24877,3/31/2026 0:00:00,23076,"549300ZS1TR1B4LHX377","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 23 2026  8:00AM","","","","","","","","","","","","","","","","",""
24878,3/31/2026 0:00:00,17614,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
24880,3/31/2026 0:00:00,19913,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
24881,3/31/2026 0:00:00,21061,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
24883,3/31/2026 0:00:00,17932,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
24885,3/31/2026 0:00:00,16034,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
24887,3/31/2026 0:00:00,14985,"254900F8XCJE1G9OYR92","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","Jun 10 2025  5:00AM","","","","","","","","","","","","","","","","",""
24888,3/31/2026 0:00:00,22376,"","1","1","0","0","1","0","0","1","1","0","0","0","","","","","","","","","","","","","","","","","","","","",""
24889,3/31/2026 0:00:00,26456,"","1","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","","1","1","1","1","","","","","","1","",""
24892,3/31/2026 0:00:00,15882,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","1","","1","","","","","","","","","1","","","",""
24893,3/31/2026 0:00:00,5727,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","1","","1","","","","","","","","","1","","","",""
24894,3/31/2026 0:00:00,17888,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
24895,3/31/2026 0:00:00,17250,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
24896,3/31/2026 0:00:00,18049,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","1","","1","","","1","","1","","","","1","","1","",""
24899,3/31/2026 0:00:00,14827,"549300W8MJBUGW3ZLQ95","1","1","1","1","1","0","0","1","1","0","1","1","1","1","1","Jan 12 2026  6:00AM","","","","","","","","","","","","","","","","",""
24901,3/31/2026 0:00:00,17243,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
24902,3/31/2026 0:00:00,21289,"254900gl9fita8bcke77","1","0","0","0","0","0","0","1","0","0","0","0","1","1","","","","","","","","","","","","","","","","","","",""
24903,3/31/2026 0:00:00,20502,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","1","1","1","","","1","","1","","","","1","1","1","",""
24904,3/31/2026 0:00:00,16682,"254900OMEZE7APACBR47","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
24905,3/31/2026 0:00:00,19698,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","1","","1","","","1","","1","","","","1","","1","",""
24906,3/31/2026 0:00:00,26458,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","1","","","1","","1","","","1","","","1","","","1","",""
24908,3/31/2026 0:00:00,15705,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","1","","1","","","","","","","","","1","","","",""
24909,3/31/2026 0:00:00,15303,"549300Z736FEFLWQ4G83","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Jan 14 2026  5:00AM","","","","","","","","","","","","","","","","",""
24910,3/31/2026 0:00:00,26459,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","1","1","1","","","1","1","","","","","1","1",""
24911,3/31/2026 0:00:00,19732,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
24916,3/31/2026 0:00:00,18774,"549300THBFHMP4WJ0323","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Dec 31 2025  8:00AM","","","","","","","","","","","","","","","","",""
24917,3/31/2026 0:00:00,2320,"549300XUFWU3F35PWM42","1","1","0","0","1","0","0","0","0","0","0","1","1","1","1","Jan  8 2025  6:00AM","","","","","","","","","","","","","","","","",""
24918,3/31/2026 0:00:00,21296,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
24919,3/31/2026 0:00:00,26461,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
24920,3/31/2026 0:00:00,2863,"254900LBYFNAUBRAJP63","0","0","0","0","0","0","0","0","0","0","0","0","1","1","","","","","","","","","","","","","","","","","","",""
24921,3/31/2026 0:00:00,5682,"254900P7WLDQD9IUL038","1","0","0","0","0","0","0","1","0","0","0","1","1","1","1","Sep 30 2025  4:00AM","","","","","","","","","","","","","","","","",""
24923,3/31/2026 0:00:00,20701,"254900MSO8KVQ05D2J27","1","1","1","1","1","0","0","0","1","0","1","0","1","1","1","Dec 31 2025  5:00AM","","","","","","","","","","","","","","","","",""
24924,3/31/2026 0:00:00,24268,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
24925,3/31/2026 0:00:00,26463,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","1","","","1","","1","","","1","","","1","","","1","",""
24927,3/31/2026 0:00:00,19821,"549300NP3DNB1K9Z8513","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 22 2024  5:00AM","","","","","","","","","","","","","","","","",""
24928,3/31/2026 0:00:00,26464,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
24929,3/31/2026 0:00:00,4529,"5493006RLJ90VH94SV71","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1","Feb  6 2026  5:00AM","","","","","","","","","","","","","","","","",""
24931,3/31/2026 0:00:00,4927,"549300AZBM8V8SE0IT33","1","1","0","0","1","0","0","0","0","0","0","0","1","1","1","Feb 24 2025  5:00AM","","","","","","","","","","","","","","","","",""
24934,3/31/2026 0:00:00,16827,"549300M2HFFTNLB07R56","1","0","0","0","0","0","0","0","1","0","0","0","1","1","1","Jan 24 2025  6:00AM","","","","","","","","","","","","","","","","",""
24935,3/31/2026 0:00:00,26466,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","1","","1","","","1","","1","","","","1","","1","",""
